symbol,total_trades,winning_trades,losing_trades,hit_rate,avg_win_pct,avg_loss_pct,max_win_pct,max_loss_pct,win_loss_ratio,profit_factor,expected_value_pct,avg_mfe_pct,avg_mae_pct,mfe_mae_ratio,avg_holding_days,sharpe_ratio,sortino_ratio,max_drawdown_pct,annualized_return_pct,buy_hold_return_pct,strategy_return_pct,outperformance_pct,trades,market_cap_cr,sector,industry,pe_ratio,pb_ratio,debt_to_equity,roe
SUBROS.NS,2,2,0,100.0,47.15,0.0,59.65,0.0,inf,inf,47.15,89.69,-7.41,12.11,449.0,3.77,0.0,0.0,18.4,145.78,114.97,-30.81,"[{'entry_time': datetime.date(2022, 12, 5), 'entry_price': 309.5279846191406, 'exit_time': datetime.date(2024, 3, 13), 'exit_price': 494.1511535644531, 'max_gain_pct': 129.65529691411868, 'max_loss_pct': -9.966248342512921, 'shares': 1, 'profit_pct': 59.646680791232, 'holding_days': 464}, {'entry_time': datetime.date(2024, 3, 22), 'entry_price': 540.5433349609375, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(727.8499755859375), 'max_gain_pct': 49.732370157974096, 'max_loss_pct': -4.844967323685772, 'shares': 1, 'profit_pct': np.float64(34.651549378281715), 'holding_days': 434}]",4765.48096,Consumer Cyclical,Auto Parts,31.638493,4.3531423,3.741,0.14685
SPANDANA.NS,9,1,8,11.11,103.4,-17.21,103.4,-32.3,6.01,0.75,-3.81,25.53,-19.73,1.29,133.78,-0.1,-0.4,57.74,-17.23,-61.08,-57.54,3.54,"[{'entry_time': datetime.date(2025, 1, 22), 'entry_price': 358.95001220703125, 'exit_time': datetime.date(2025, 3, 3), 'exit_price': 252.8000030517578, 'max_gain_pct': 0, 'max_loss_pct': -29.781308126440965, 'shares': 1, 'profit_pct': -29.57236538386002, 'holding_days': 40}, {'entry_time': datetime.date(2025, 4, 23), 'entry_price': 305.5, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(289.8999938964844), 'max_gain_pct': 3.7872364400061374, 'max_loss_pct': -14.451716496394232, 'shares': 1, 'profit_pct': np.float64(-5.106384976600859), 'holding_days': 37}]",2065.7043456,Financial Services,Credit Services,0,0.7835475,214.775,0.0
IKIO.NS,4,0,4,0.0,0.0,-13.62,0.0,-19.09,0.0,0.0,-13.62,8.65,-15.29,0.57,92.75,-2.22,-2.22,44.86,-33.35,-38.41,-44.86,-6.45,"[{'entry_time': datetime.date(2024, 6, 7), 'entry_price': 272.3660888671875, 'exit_time': datetime.date(2025, 1, 17), 'exit_price': 225.75, 'max_gain_pct': 19.17308355103905, 'max_loss_pct': -19.659599242209318, 'shares': 1, 'profit_pct': -17.11523231877764, 'holding_days': 224}, {'entry_time': datetime.date(2025, 3, 20), 'entry_price': 257.92999267578125, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(219.38999938964844), 'max_gain_pct': 13.565704549891445, 'max_loss_pct': -16.771990747587807, 'shares': 1, 'profit_pct': np.float64(-14.942036358903671), 'holding_days': 71}]",1700.2535936,Technology,Electronic Components,52.482098,2.4319303,9.383,0.05816
MANGCHEFER.NS,3,2,1,66.67,91.23,-21.69,121.26,-21.69,4.21,8.41,53.59,73.07,-16.5,4.43,262.33,0.91,inf,21.69,25.44,706.27,179.3,-526.97,"[{'entry_time': datetime.date(2024, 2, 26), 'entry_price': 129.59915161132812, 'exit_time': datetime.date(2024, 3, 18), 'exit_price': 101.4855728149414, 'max_gain_pct': 0, 'max_loss_pct': -23.027070399286035, 'shares': 1, 'profit_pct': -21.6927182368448, 'holding_days': 21}, {'entry_time': datetime.date(2024, 4, 16), 'entry_price': 119.56917572021484, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(264.55999755859375), 'max_gain_pct': 121.92174906718411, 'max_loss_pct': -19.83470573413218, 'shares': 1, 'profit_pct': np.float64(121.26103652136007), 'holding_days': 409}]",3128.7959552,Basic Materials,Agricultural Inputs,21.782179,2.9445882,69.625,0.1434
JTEKTINDIA.NS,4,3,1,75.0,23.41,-3.95,34.55,-3.95,5.92,17.76,16.57,57.65,-6.32,9.12,258.5,0.99,inf,3.95,13.44,90.81,77.09,-13.72,"[{'entry_time': datetime.date(2023, 8, 30), 'entry_price': 135.2059326171875, 'exit_time': datetime.date(2025, 2, 21), 'exit_price': 129.86000061035156, 'max_gain_pct': 63.532439755256156, 'max_loss_pct': -7.045498764453457, 'shares': 1, 'profit_pct': -3.9539182218963944, 'holding_days': 541}, {'entry_time': datetime.date(2025, 4, 11), 'entry_price': 133.0500030517578, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(138.72000122070312), 'max_gain_pct': 7.508447955832659, 'max_loss_pct': -1.0973368510929158, 'shares': 1, 'profit_pct': np.float64(4.261554332125513), 'holding_days': 49}]",3528.3890176,Consumer Cyclical,Auto Parts,47.037285,4.0069304,17.733,0.08846
SETFGOLD.NS,3,1,2,33.33,90.13,-50.01,90.13,-99.0,1.8,0.9,-3.3,35.49,-34.09,1.04,493.0,-0.04,-0.07,99.01,-58.4,79.88,-98.12,-178.0,"[{'entry_time': datetime.date(2021, 8, 17), 'entry_price': 42.231998443603516, 'exit_time': datetime.date(2022, 1, 6), 'exit_price': 0.4235000014305115, 'max_gain_pct': 3.948435826830153, 'max_loss_pct': -98.99720586986653, 'shares': 1, 'profit_pct': -98.99720586986653, 'holding_days': 142}, {'entry_time': datetime.date(2022, 1, 24), 'entry_price': 43.13999938964844, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(82.0199966430664), 'max_gain_pct': 97.54288925917764, 'max_loss_pct': -2.2484961391443123, 'shares': 1, 'profit_pct': np.float64(90.12516876100682), 'holding_days': 1222}]",0.0,Unknown,Unknown,0,0.0,0.0,0.0
AHLADA.NS,3,1,2,33.33,7.05,-34.12,7.05,-39.05,0.21,0.1,-20.4,7.24,-30.44,0.24,407.33,-1.03,-4.14,56.85,-16.51,0.2,-53.81,-54.01,"[{'entry_time': datetime.date(2024, 12, 11), 'entry_price': 102.2300033569336, 'exit_time': datetime.date(2025, 2, 21), 'exit_price': 72.37999725341797, 'max_gain_pct': 0.762984205892597, 'max_loss_pct': -32.92575815006704, 'shares': 1, 'profit_pct': -29.198870315297796, 'holding_days': 72}, {'entry_time': datetime.date(2025, 4, 28), 'entry_price': 65.68000030517578, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(70.30999755859375), 'max_gain_pct': 7.049325870744721, 'max_loss_pct': -8.587087946776377, 'shares': 1, 'profit_pct': np.float64(7.049325870744721), 'holding_days': 32}]",89.0256896,Industrials,Building Products & Equipment,6.524621,0.6448835,29.304,0.0
VARDHACRLC.NS,3,2,1,66.67,3.0,-23.37,3.37,-23.37,0.13,0.26,-5.79,20.68,-18.4,1.12,292.67,-0.47,-inf,23.37,-4.47,145.56,-18.71,-164.27,"[{'entry_time': datetime.date(2024, 4, 25), 'entry_price': 55.812530517578125, 'exit_time': datetime.date(2025, 3, 6), 'exit_price': 42.77000045776367, 'max_gain_pct': 15.82322916125575, 'max_loss_pct': -29.603620278150654, 'shares': 1, 'profit_pct': -23.368462133618394, 'holding_days': 315}, {'entry_time': datetime.date(2025, 4, 17), 'entry_price': 43.59000015258789, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(45.060001373291016), 'max_gain_pct': 3.3723358925380795, 'max_loss_pct': -7.914661048090476, 'shares': 1, 'profit_pct': np.float64(3.3723358925380795), 'holding_days': 43}]",361.6366336,Consumer Cyclical,Textile Manufacturing,30.612244,1.5871336,0.0,0.0
ESSARSHPNG.NS,4,3,1,75.0,26.78,-15.59,42.65,-15.59,1.72,5.15,16.19,80.21,-6.84,11.73,101.5,0.72,inf,15.59,12.17,326.45,68.24,-258.21,"[{'entry_time': datetime.date(2024, 12, 3), 'entry_price': 37.0, 'exit_time': datetime.date(2025, 1, 15), 'exit_price': 31.229999542236328, 'max_gain_pct': 11.081076957084038, 'max_loss_pct': -15.59459583179371, 'shares': 1, 'profit_pct': -15.59459583179371, 'holding_days': 43}, {'entry_time': datetime.date(2025, 4, 17), 'entry_price': 30.440000534057617, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(32.40999984741211), 'max_gain_pct': 16.031534412447343, 'max_loss_pct': -9.034165413115478, 'shares': 1, 'profit_pct': np.float64(6.471745331115779), 'holding_days': 43}]",691.035648,Industrials,Marine Shipping,1.173029,-0.28481343,0.0,0.0
COLPAL.NS,3,2,1,66.67,56.68,-7.76,110.92,-7.76,7.31,14.62,35.2,64.89,-5.53,11.73,373.67,0.66,inf,7.76,16.44,76.2,99.31,23.11,"[{'entry_time': datetime.date(2025, 1, 29), 'entry_price': 2702.54931640625, 'exit_time': datetime.date(2025, 2, 25), 'exit_price': 2492.926025390625, 'max_gain_pct': 6.1019859540173025, 'max_loss_pct': -10.318825125509932, 'shares': 1, 'profit_pct': -7.756501971789151, 'holding_days': 27}, {'entry_time': datetime.date(2025, 4, 4), 'entry_price': 2397.314453125, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(2455.89990234375), 'max_gain_pct': 12.73649102796505, 'max_loss_pct': -1.448418436971709, 'shares': 1, 'profit_pct': np.float64(2.4437949365541685), 'holding_days': 56}]",66772.5594624,Consumer Defensive,Household & Personal Products,46.496212,40.122902,3.655,0.81203
MUTHOOTFIN.NS,5,3,2,60.0,37.0,-5.3,75.15,-8.36,6.98,10.47,20.08,31.18,-5.29,5.89,191.6,0.64,6.56,9.09,18.28,105.84,113.95,8.11,"[{'entry_time': datetime.date(2023, 3, 29), 'entry_price': 929.2025146484375, 'exit_time': datetime.date(2023, 8, 14), 'exit_price': 1248.537353515625, 'max_gain_pct': 43.05394607770046, 'max_loss_pct': 0, 'shares': 1, 'profit_pct': 34.36654914650198, 'holding_days': 138}, {'entry_time': datetime.date(2023, 8, 29), 'entry_price': 1264.8475341796875, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(2215.39990234375), 'max_gain_pct': 88.73694691501754, 'max_loss_pct': -8.379839042714414, 'shares': 1, 'profit_pct': np.float64(75.15153743652905), 'holding_days': 640}]",88520.5762048,Financial Services,Credit Services,16.581402,3.012814,329.736,0.19202
SUNTV.NS,10,4,6,40.0,27.22,-8.98,48.9,-14.09,3.03,2.02,5.5,19.03,-7.59,2.51,91.4,0.26,1.51,20.02,8.12,70.3,42.46,-27.84,"[{'entry_time': datetime.date(2024, 12, 2), 'entry_price': 750.604248046875, 'exit_time': datetime.date(2025, 1, 10), 'exit_price': 664.53759765625, 'max_gain_pct': 2.3117524130136036, 'max_loss_pct': -12.014539067645694, 'shares': 1, 'profit_pct': -11.466315387179925, 'holding_days': 39}, {'entry_time': datetime.date(2025, 3, 26), 'entry_price': 644.4000244140625, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(629.6500244140625), 'max_gain_pct': 6.4478563343862625, 'max_loss_pct': -7.572943354944425, 'shares': 1, 'profit_pct': np.float64(-2.2889508754149754), 'holding_days': 65}]",24807.5911168,Communication Services,Broadcasting,14.537681,2.1276956,1.06,0.1535
ECOSMOBLTY.NS,1,1,0,100.0,49.14,0.0,49.14,0.0,inf,inf,49.14,54.95,-2.67,20.58,56.0,0.0,0.0,0.0,343.6,53.05,49.14,-3.91,"[{'entry_time': datetime.date(2025, 4, 4), 'entry_price': 191.39999389648438, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(285.4599914550781), 'max_gain_pct': 54.94776216378246, 'max_loss_pct': -2.6698018669296433, 'shares': 1, 'profit_pct': np.float64(49.14315598644407), 'holding_days': 56}]",1704.0,Industrials,Rental & Leasing Services,28.343311,8.940095,6.491,0.30111
RKFORGE.NS,5,2,3,40.0,144.31,-8.18,274.25,-23.58,17.64,11.76,52.82,87.13,-11.14,7.82,221.8,0.47,4.85,24.23,29.62,742.17,223.99,-518.18,"[{'entry_time': datetime.date(2025, 3, 25), 'entry_price': 808.1500244140625, 'exit_time': datetime.date(2025, 5, 20), 'exit_price': 617.5499877929688, 'max_gain_pct': 0, 'max_loss_pct': -29.932564141100983, 'shares': 1, 'profit_pct': -23.584734376427885, 'holding_days': 56}, {'entry_time': datetime.date(2025, 5, 26), 'entry_price': 611.4000244140625, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(606.25), 'max_gain_pct': 0, 'max_loss_pct': -2.355254144430697, 'shares': 1, 'profit_pct': np.float64(-0.8423330403033669), 'holding_days': 4}]",10986.8826624,Industrials,Metal Fabrication,28.285183,3.7292342,50.35,0.0
APTUS.NS,4,2,2,50.0,10.29,-5.25,13.79,-5.99,1.96,1.96,2.52,28.36,-5.77,4.92,245.25,0.31,3.41,10.24,2.68,-0.84,9.07,9.91,"[{'entry_time': datetime.date(2023, 6, 30), 'entry_price': 241.5704803466797, 'exit_time': datetime.date(2025, 1, 15), 'exit_price': 274.88580322265625, 'max_gain_pct': 59.05815490233024, 'max_loss_pct': -0.8459240568982356, 'shares': 1, 'profit_pct': 13.791139889346365, 'holding_days': 565}, {'entry_time': datetime.date(2025, 2, 4), 'entry_price': 318.9965515136719, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(340.6499938964844), 'max_gain_pct': 7.885176897197413, 'max_loss_pct': -9.83044958235908, 'shares': 1, 'profit_pct': np.float64(6.787986352850732), 'holding_days': 115}]",16966.1874176,Financial Services,Mortgage Finance,22.599867,3.9228718,159.223,0.18585
MAYURUNIQ.NS,2,2,0,100.0,22.9,0.0,23.66,0.0,inf,inf,22.9,47.84,-10.48,4.56,544.0,30.41,0.0,0.0,9.53,122.74,51.05,-71.69,"[{'entry_time': datetime.date(2022, 4, 18), 'entry_price': 389.38836669921875, 'exit_time': datetime.date(2025, 2, 24), 'exit_price': 481.5, 'max_gain_pct': 71.58669030190732, 'max_loss_pct': -15.326152057317705, 'shares': 1, 'profit_pct': 23.65546615621736, 'holding_days': 1043}, {'entry_time': datetime.date(2025, 4, 15), 'entry_price': 480.6000061035156, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(587.0499877929688), 'max_gain_pct': 24.084471080404164, 'max_loss_pct': -5.6387860506349226, 'shares': 1, 'profit_pct': np.float64(22.149392496371515), 'holding_days': 45}]",2541.9771904,Consumer Cyclical,Textile Manufacturing,17.120281,2.6632795,0.945,0.16381
SURYODAY.NS,8,2,6,25.0,33.48,-19.48,42.19,-42.71,1.72,0.57,-6.24,20.68,-15.97,1.3,139.62,-0.25,-0.58,63.6,-19.27,-23.0,-54.58,-31.58,"[{'entry_time': datetime.date(2025, 2, 27), 'entry_price': 115.19000244140625, 'exit_time': datetime.date(2025, 3, 19), 'exit_price': 102.97000122070312, 'max_gain_pct': 0.6771410389487902, 'max_loss_pct': -14.219988311177026, 'shares': 1, 'profit_pct': -10.608560605699333, 'holding_days': 20}, {'entry_time': datetime.date(2025, 4, 9), 'entry_price': 112.55000305175781, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(140.44000244140625), 'max_gain_pct': 25.535308267524865, 'max_loss_pct': 0, 'shares': 1, 'profit_pct': np.float64(24.780096520142074), 'holding_days': 51}]",1509.385216,Financial Services,Banks - Regional,13.184359,0.7805395,0.0,0.06161
DHARMAJ.NS,1,1,0,100.0,18.88,0.0,18.88,0.0,inf,inf,18.88,21.46,-5.15,4.16,57.0,0.0,0.0,0.0,9.06,35.67,18.88,-16.79,"[{'entry_time': datetime.date(2025, 4, 3), 'entry_price': 200.11000061035156, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(237.89999389648438), 'max_gain_pct': 21.45819914568777, 'max_loss_pct': -5.152165072783684, 'shares': 1, 'profit_pct': np.float64(18.884610049907703), 'holding_days': 57}]",800.9959936,Basic Materials,Agricultural Inputs,23.605577,2.0199955,29.298,0.0
RUPA.NS,7,2,5,28.57,4.16,-10.15,7.79,-26.61,0.41,0.16,-6.06,12.78,-9.64,1.33,122.0,-0.54,-0.57,43.3,-10.3,3.39,-38.88,-42.27,"[{'entry_time': datetime.date(2024, 12, 2), 'entry_price': 261.79998779296875, 'exit_time': datetime.date(2025, 2, 20), 'exit_price': 211.42999267578125, 'max_gain_pct': 8.155082925519155, 'max_loss_pct': -21.520238237617942, 'shares': 1, 'profit_pct': -19.239876801300714, 'holding_days': 80}, {'entry_time': datetime.date(2025, 4, 23), 'entry_price': 197.05999755859375, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(212.4199981689453), 'max_gain_pct': 10.986506355170349, 'max_loss_pct': -5.582056295686934, 'shares': 1, 'profit_pct': np.float64(7.794580737160735), 'holding_days': 37}]",1696.50432,Consumer Cyclical,Apparel Manufacturing,20.334288,1.662463,23.383,0.08432
NEULANDLAB.NS,5,2,3,40.0,221.01,-8.81,359.91,-23.79,25.08,16.72,83.12,137.67,-12.3,11.19,255.0,0.58,7.84,25.2,49.66,987.45,521.42,-466.03,"[{'entry_time': datetime.date(2024, 3, 19), 'entry_price': 6099.94384765625, 'exit_time': datetime.date(2024, 5, 13), 'exit_price': 6050.57861328125, 'max_gain_pct': 25.497088896422188, 'max_loss_pct': -2.852469265013886, 'shares': 1, 'profit_pct': -0.8092735869030556, 'holding_days': 55}, {'entry_time': datetime.date(2024, 5, 27), 'entry_price': 6316.66845703125, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(11503.0), 'max_gain_pct': 182.52788207539623, 'max_loss_pct': -4.505657116738428, 'shares': 1, 'profit_pct': np.float64(82.10548928202347), 'holding_days': 368}]",14767.2154112,Healthcare,Drug Manufacturers - Specialty & Generic,56.853546,9.68587,10.305,0.18529
HDFCSILVER.NS,1,1,0,100.0,1.85,0.0,1.85,0.0,inf,inf,1.85,2.22,-1.22,1.82,45.0,0.0,0.0,0.0,2.69,9.33,1.85,-7.48,"[{'entry_time': datetime.date(2025, 4, 15), 'entry_price': 92.88999938964844, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(94.61000061035156), 'max_gain_pct': 2.217674208342512, 'max_loss_pct': -1.2164896768681586, 'shares': 1, 'profit_pct': np.float64(1.8516538185000784), 'holding_days': 45}]",0.0,Unknown,Unknown,0,0.0,0.0,0.0
EVEREADY.NS,4,2,2,50.0,5.04,-5.88,9.76,-6.37,0.86,0.86,-0.42,33.59,-6.2,5.42,250.5,-0.07,-0.85,11.14,-0.55,85.65,-2.47,-88.12,"[{'entry_time': datetime.date(2024, 6, 7), 'entry_price': 332.6613464355469, 'exit_time': datetime.date(2025, 2, 21), 'exit_price': 314.75, 'max_gain_pct': 44.80191863840743, 'max_loss_pct': -12.523651119057428, 'shares': 1, 'profit_pct': -5.384258383928954, 'holding_days': 259}, {'entry_time': datetime.date(2025, 4, 8), 'entry_price': 281.29998779296875, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(308.75), 'max_gain_pct': 18.02346761719217, 'max_loss_pct': -1.3508666753890748, 'shares': 1, 'profit_pct': np.float64(9.75826996026531), 'holding_days': 52}]",2248.9448448,Industrials,Electrical Equipment & Parts,27.308031,4.8893805,67.673,0.19448
DIACABS.NS,9,6,3,66.67,148.33,-45.56,704.36,-79.74,3.26,6.51,83.7,130.46,-18.49,7.05,145.22,0.37,3.46,79.74,35.68,1520.14,297.89,-1222.25,"[{'entry_time': datetime.date(2024, 9, 16), 'entry_price': 144.55999755859375, 'exit_time': datetime.date(2025, 2, 1), 'exit_price': 102.4000015258789, 'max_gain_pct': 27.60445451939247, 'max_loss_pct': -29.164358567193773, 'shares': 1, 'profit_pct': -29.164358567193773, 'holding_days': 138}, {'entry_time': datetime.date(2025, 4, 7), 'entry_price': 88.61000061035156, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(113.41000366210938), 'max_gain_pct': 28.078091730101452, 'max_loss_pct': -0.6658435427391601, 'shares': 1, 'profit_pct': np.float64(27.987815010646365), 'holding_days': 53}]",5947.8990848,Industrials,Specialty Industrial Machinery,144.61539,-6.5592837,0.0,0.0
WHIRLPOOL.NS,6,2,4,33.33,16.56,-12.6,28.91,-20.02,1.31,0.66,-2.88,20.21,-10.38,1.95,151.67,-0.17,-0.39,32.0,-5.53,-40.51,-22.72,17.79,"[{'entry_time': datetime.date(2024, 12, 13), 'entry_price': 1913.0, 'exit_time': datetime.date(2025, 1, 24), 'exit_price': 1621.0, 'max_gain_pct': 2.067435903195243, 'max_loss_pct': -17.74437800166623, 'shares': 1, 'profit_pct': -15.263983272347097, 'holding_days': 42}, {'entry_time': datetime.date(2025, 5, 5), 'entry_price': 1237.9000244140625, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(1235.9000244140625), 'max_gain_pct': 4.725745120466406, 'max_loss_pct': -3.3443754420845453, 'shares': 1, 'profit_pct': np.float64(-0.1615639357424412), 'holding_days': 25}]",15650.9290496,Consumer Cyclical,"Furnishings, Fixtures & Appliances",43.590107,3.9604976,7.126,0.09262
KTKBANK.NS,1,1,0,100.0,9.71,0.0,9.71,0.0,inf,inf,9.71,15.12,-2.52,6.0,66.0,0.0,0.0,0.0,2.07,402.03,9.71,-392.32,"[{'entry_time': datetime.date(2025, 3, 25), 'entry_price': 180.39999389648438, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(197.91000366210938), 'max_gain_pct': 15.121951054472019, 'max_loss_pct': -2.5221662676882275, 'shares': 1, 'profit_pct': np.float64(9.706214167430876), 'holding_days': 66}]",7486.9317632,Financial Services,Banks - Regional,5.8923264,0.61991876,0.0,0.11101
FINOPB.NS,4,2,2,50.0,14.29,-3.92,15.16,-6.76,3.64,3.64,5.18,35.01,-9.72,3.6,210.25,0.55,1.83,7.78,6.27,-15.12,20.45,35.57,"[{'entry_time': datetime.date(2025, 2, 11), 'entry_price': 269.95001220703125, 'exit_time': datetime.date(2025, 2, 12), 'exit_price': 251.6999969482422, 'max_gain_pct': 0, 'max_loss_pct': -6.760516552521094, 'shares': 1, 'profit_pct': -6.760516552521094, 'holding_days': 1}, {'entry_time': datetime.date(2025, 4, 11), 'entry_price': 207.52000427246094, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(238.99000549316406), 'max_gain_pct': 31.51503845836822, 'max_loss_pct': 0, 'shares': 1, 'profit_pct': np.float64(15.164803668462227), 'holding_days': 49}]",1989.7520128,Financial Services,Banks - Regional,21.559965,2.6582618,0.0,0.13313
DOMS.NS,2,0,2,0.0,0.0,-14.83,0.0,-15.6,0.0,0.0,-14.83,2.68,-18.84,0.14,65.5,-19.15,-19.15,27.46,-28.88,24.58,-27.46,-52.04,"[{'entry_time': datetime.date(2025, 1, 7), 'entry_price': 2780.949951171875, 'exit_time': datetime.date(2025, 1, 29), 'exit_price': 2347.10009765625, 'max_gain_pct': 0, 'max_loss_pct': -20.399505880681826, 'shares': 1, 'profit_pct': -15.600778911278262, 'holding_days': 22}, {'entry_time': datetime.date(2025, 2, 10), 'entry_price': 2848.0, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(2447.800048828125), 'max_gain_pct': 5.358149496357092, 'max_loss_pct': -17.28932241375527, 'shares': 1, 'profit_pct': np.float64(-14.05196457766415), 'holding_days': 109}]",14868.4619776,Industrials,Business Equipment & Supplies,73.59567,14.826738,19.563,0.22188999
QGOLDHALF.NS,2,1,1,50.0,94.17,-3.27,94.17,-3.27,28.77,28.77,45.45,52.49,-3.15,16.65,746.5,0.93,inf,3.27,14.93,80.23,87.82,7.59,"[{'entry_time': datetime.date(2021, 4, 19), 'entry_price': 41.29899978637695, 'exit_time': datetime.date(2021, 8, 9), 'exit_price': 39.946998596191406, 'max_gain_pct': 2.9564896915239163, 'max_loss_pct': -3.2736899130218724, 'shares': 1, 'profit_pct': -3.2736899130218724, 'holding_days': 112}, {'entry_time': datetime.date(2021, 8, 18), 'entry_price': 40.84000015258789, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(79.30000305175781), 'max_gain_pct': 102.03232572956318, 'max_loss_pct': -3.0313392697769026, 'shares': 1, 'profit_pct': np.float64(94.17238676658732), 'holding_days': 1381}]",0.0,Unknown,Unknown,0,0.0,0.0,0.0
MOLDTECH.NS,4,0,4,0.0,0.0,-13.15,0.0,-20.04,0.0,0.0,-13.15,18.93,-14.58,1.3,130.5,-2.35,-2.35,43.58,-11.87,203.8,-43.58,-247.38,"[{'entry_time': datetime.date(2024, 4, 19), 'entry_price': 214.6034698486328, 'exit_time': datetime.date(2025, 2, 6), 'exit_price': 171.60000610351562, 'max_gain_pct': 30.68550459096548, 'max_loss_pct': -20.611723921633093, 'shares': 1, 'profit_pct': -20.038568703222275, 'holding_days': 293}, {'entry_time': datetime.date(2025, 4, 9), 'entry_price': 144.9499969482422, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(136.0500030517578), 'max_gain_pct': 7.761297162370467, 'max_loss_pct': -10.796822508435493, 'shares': 1, 'profit_pct': np.float64(-6.140044211013214), 'holding_days': 51}]",393.1907072,Industrials,Engineering & Construction,25.980951,3.2877767,5.662,0.10167
OMKARCHEM.NS,11,6,5,54.55,18.39,-14.82,46.0,-28.66,1.24,1.49,3.3,44.01,-14.01,3.14,102.91,0.15,0.39,51.12,2.55,-14.64,12.11,26.75,"[{'entry_time': datetime.date(2025, 3, 11), 'entry_price': 7.639999866485596, 'exit_time': datetime.date(2025, 3, 28), 'exit_price': 5.449999809265137, 'max_gain_pct': 6.020949254227296, 'max_loss_pct': -28.664922715867274, 'shares': 1, 'profit_pct': -28.664922715867274, 'holding_days': 17}, {'entry_time': datetime.date(2025, 5, 22), 'entry_price': 5.760000228881836, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(6.53000020980835), 'max_gain_pct': 13.368054693219872, 'max_loss_pct': -1.0416739102864037, 'shares': 1, 'profit_pct': np.float64(13.368054693219872), 'holding_days': 8}]",13.8490208,Basic Materials,Specialty Chemicals,0,-0.07866427,0.0,0.0
RITCO.NS,1,1,0,100.0,0.29,0.0,0.29,0.0,inf,inf,0.29,1.74,-16.89,0.1,38.0,0.0,0.0,0.0,0.11,56.09,0.29,-55.8,"[{'entry_time': datetime.date(2025, 4, 22), 'entry_price': 292.75, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(293.6000061035156), 'max_gain_pct': 1.7421028534639196, 'max_loss_pct': -16.891544645001602, 'shares': 1, 'profit_pct': np.float64(0.29035221298569597), 'holding_days': 38}]",833.1961344,Industrials,Integrated Freight & Logistics,19.595858,2.5656164,98.489,0.16137
INDNIPPON.NS,1,1,0,100.0,0.27,0.0,0.27,0.0,inf,inf,0.27,14.13,-22.72,0.62,424.0,0.0,0.0,0.0,0.06,134.64,0.27,-134.37,"[{'entry_time': datetime.date(2024, 4, 1), 'entry_price': 714.3065185546875, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(716.25), 'max_gain_pct': 14.128864606067504, 'max_loss_pct': -22.715252702722793, 'shares': 1, 'profit_pct': np.float64(0.2720794777632575), 'holding_days': 424}]",1625.4662656,Consumer Cyclical,Auto Parts,21.476831,2.2859545,0.297,0.12332
