symbol,total_return_pct,total_trades,winning_trades,losing_trades,win_rate,total_wins_pct,total_losses_pct,avg_win_pct,avg_loss_pct,max_win_pct,max_loss_pct,profit_factor,avg_holding_days,max_holding_days,min_holding_days,max_consecutive_wins,max_consecutive_losses,trades_detail,market_cap_cr,sector,industry,pe_ratio,pb_ratio,debt_to_equity,roe
TARIL.NS,1069.488585,1,1,0,100,1069.686512,0,1080.890489,0,1069.686512,1069.686512,inf,666,666,666,1,0,"[{'entry_date': datetime.date(2023, 8, 3), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 44.08171463012695, 'exit_price': np.float64(521.5999755859375), 'shares': 2245, 'initial_investment': 98963.44934463501, 'final_value': np.float64(1168649.9613000487), 'profit': np.float64(1069686.5119554137), 'profit_pct': np.float64(1080.8904894071413), 'reason': 'End of Data', 'holding_days': 666}]",15656.65853,Industrials,Electrical Equipment & Parts,72.44444,12.505994,22.226,0.23586
UTTAMSUGAR.NS,8.860572146,4,2,2,50,62.27434036,52.48380445,32.14421602,19.62153151,45.91491972,39.27809069,1.186543945,185.75,345,31,1,2,"[{'entry_date': datetime.date(2022, 12, 27), 'exit_date': datetime.date(2023, 12, 7), 'entry_price': 276.2858581542969, 'exit_price': 405.35052490234375, 'shares': 358, 'initial_investment': 98910.33721923828, 'final_value': 144825.25693920898, 'profit': 45914.9197199707, 'profit_pct': 46.42074934816838, 'reason': 'Signal', 'holding_days': 345}, {'entry_date': datetime.date(2023, 12, 19), 'exit_date': datetime.date(2024, 1, 19), 'entry_price': 409.8670959472656, 'exit_price': 372.9899597167969, 'shares': 351, 'initial_investment': 143863.35067749023, 'final_value': 130657.63690887451, 'profit': -13205.713768615722, 'profit_pct': -9.179345334601589, 'reason': 'Signal', 'holding_days': 31}, {'entry_date': datetime.date(2024, 3, 4), 'exit_date': datetime.date(2024, 12, 30), 'entry_price': 368.0267028808594, 'exit_price': 257.8999938964844, 'shares': 355, 'initial_investment': 130649.47952270508, 'final_value': 91371.38883758544, 'profit': -39278.090685119634, 'profit_pct': -30.063717688437976, 'reason': 'Signal', 'holding_days': 301}, {'entry_date': datetime.date(2025, 3, 25), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 260.1099853515625, 'exit_price': np.float64(307.20001220703125), 'shares': 352, 'initial_investment': 91558.71484375, 'final_value': np.float64(107918.13548828124), 'profit': np.float64(16359.420644531245), 'profit_pct': np.float64(17.867682691319445), 'reason': 'End of Data', 'holding_days': 66}]",1172.364288,Consumer Defensive,Confectioners,13.264249,1.4871113,101.25,0.11297
CONFIPET.NS,-25.60065361,5,3,2,60,25.5720761,50.17010472,8.846113272,22.66197107,16.65843495,37.95520939,0.509707449,195.2,414,37,2,2,"[{'entry_date': datetime.date(2022, 6, 7), 'exit_date': datetime.date(2023, 2, 28), 'entry_price': 57.34496307373047, 'exit_price': 60.514610290527344, 'shares': 1726, 'initial_investment': 98977.40626525879, 'final_value': 104239.32092672729, 'profit': 5261.914661468501, 'profit_pct': 5.31627859328482, 'reason': 'Signal', 'holding_days': 266}, {'entry_date': datetime.date(2023, 4, 17), 'exit_date': datetime.date(2024, 6, 4), 'entry_price': 60.36494064331055, 'exit_price': 70.1735610961914, 'shares': 1723, 'initial_investment': 104008.79272842407, 'final_value': 120667.22767720032, 'profit': 16658.434948776252, 'profit_pct': 16.01637180067349, 'reason': 'Signal', 'holding_days': 414}, {'entry_date': datetime.date(2024, 6, 11), 'exit_date': datetime.date(2024, 11, 26), 'entry_price': 81.1915512084961, 'exit_price': 73.08999633789062, 'shares': 1481, 'initial_investment': 120244.68733978271, 'final_value': 108029.79200726318, 'profit': -12214.895332519533, 'profit_pct': -10.158365914331966, 'reason': 'Signal', 'holding_days': 168}, {'entry_date': datetime.date(2024, 12, 2), 'exit_date': datetime.date(2025, 3, 3), 'entry_price': 77.1500015258789, 'exit_price': 50.119998931884766, 'shares': 1399, 'initial_investment': 107932.85213470459, 'final_value': 69977.64274869538, 'profit': -37955.20938600921, 'profit_pct': -35.165576222001036, 'reason': 'Signal', 'holding_days': 91}, {'entry_date': datetime.date(2025, 4, 23), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 55.939998626708984, 'exit_price': np.float64(58.970001220703125), 'shares': 1254, 'initial_investment': 70148.75827789307, 'final_value': np.float64(73800.4847677002), 'profit': np.float64(3651.72648980713), 'profit_pct': np.float64(5.205689422670719), 'reason': 'End of Data', 'holding_days': 37}]",1959.225139,Energy,Oil & Gas Refining & Marketing,26.804546,1.268063,55.209,0
DODLA.NS,166.1013706,1,1,0,100,166.2990267,0,168.2710596,0,166.2990267,166.2990267,inf,1159,1159,1159,1,0,"[{'entry_date': datetime.date(2022, 3, 28), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 457.5373229980469, 'exit_price': np.float64(1229.9000244140625), 'shares': 216, 'initial_investment': 98828.06176757812, 'final_value': np.float64(265127.08846289065), 'profit': np.float64(166299.02669531252), 'profit_pct': np.float64(168.271059576592), 'reason': 'End of Data', 'holding_days': 1159}]",7419.716403,Consumer Defensive,Food Distribution,28.410719,5.2754617,3.018,0.20427999
NIBE.BO,7511.439966,5,4,1,80,7864.534939,323.9795677,412.4995912,5.314251455,3705.516029,323.9795677,24.27478682,290.8,881,44,3,1,"[{'entry_date': datetime.date(2021, 3, 2), 'exit_date': datetime.date(2021, 5, 4), 'entry_price': 19.950000762939453, 'exit_price': 33.25, 'shares': 4962, 'initial_investment': 98991.90378570557, 'final_value': 164656.527, 'profit': 65664.62321429444, 'profit_pct': 66.33332697231792, 'reason': 'Signal', 'holding_days': 63}, {'entry_date': datetime.date(2021, 5, 12), 'exit_date': datetime.date(2023, 10, 10), 'entry_price': 36.0, 'exit_price': 541.1500244140625, 'shares': 4550, 'initial_investment': 163800.0, 'final_value': 2457308.1458618166, 'profit': 2293508.1458618166, 'profit_pct': 1400.1881232367623, 'reason': 'Signal', 'holding_days': 881}, {'entry_date': datetime.date(2023, 10, 25), 'exit_date': datetime.date(2024, 3, 15), 'entry_price': 513.4500122070312, 'exit_price': 1297.800048828125, 'shares': 4740, 'initial_investment': 2433753.057861328, 'final_value': 6139269.086982422, 'profit': 3705516.0291210935, 'profit_pct': 152.25521821746915, 'reason': 'Signal', 'holding_days': 142}, {'entry_date': datetime.date(2024, 3, 27), 'exit_date': datetime.date(2025, 2, 14), 'entry_price': 1279.1500244140625, 'exit_price': 1213.5999755859375, 'shares': 4766, 'initial_investment': 6096429.016357422, 'final_value': 5772449.448675293, 'profit': -323979.56768212933, 'profit_pct': -5.314251454627861, 'reason': 'Signal', 'holding_days': 324}, {'entry_date': datetime.date(2025, 4, 16), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 1339.699951171875, 'exit_price': np.float64(1761.5), 'shares': 4303, 'initial_investment': 5764728.889892578, 'final_value': np.float64(7564575.031), 'profit': np.float64(1799846.1411074223), 'profit_pct': np.float64(31.221696206097928), 'reason': 'End of Data', 'holding_days': 44}]",2554.404045,Industrials,Conglomerates,83.325455,11.344682,30.405,0
SHIVALIK.NS,1.751865359,1,1,0,100,1.949326085,0,1.974393716,0,1.949326085,1.949326085,inf,428,428,428,1,0,"[{'entry_date': datetime.date(2024, 3, 28), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 577.3705444335938, 'exit_price': np.float64(589.9500122070312), 'shares': 171, 'initial_investment': 98730.36309814453, 'final_value': np.float64(100679.68918322754), 'profit': np.float64(1949.326085083012), 'profit_pct': np.float64(1.9743937162929832), 'reason': 'End of Data', 'holding_days': 428}]",929.1949056,Basic Materials,Agricultural Inputs,57.44401,1.9952922,19.058,0
FINCABLES.NS,86.69447944,8,4,4,50,179.8885106,90.75049752,43.56430422,13.21155157,101.5651361,42.72426396,1.982231674,121.25,651,1,2,2,"[{'entry_date': datetime.date(2022, 1, 27), 'exit_date': datetime.date(2022, 2, 24), 'entry_price': 478.3640441894531, 'exit_price': 386.2133483886719, 'shares': 206, 'initial_investment': 98542.99310302734, 'final_value': 79400.82986853027, 'profit': -19142.16323449707, 'profit_pct': -19.42518958652272, 'reason': 'Signal', 'holding_days': 28}, {'entry_date': datetime.date(2022, 5, 6), 'exit_date': datetime.date(2022, 5, 12), 'entry_price': 360.9926452636719, 'exit_price': 356.1143798828125, 'shares': 221, 'initial_investment': 79779.37460327148, 'final_value': 78543.87539819336, 'profit': -1235.4992050781293, 'profit_pct': -1.5486448862529258, 'reason': 'Signal', 'holding_days': 6}, {'entry_date': datetime.date(2022, 6, 7), 'exit_date': datetime.date(2024, 3, 19), 'entry_price': 381.77410888671875, 'exit_price': 878.9717407226562, 'shares': 205, 'initial_investment': 78263.69232177734, 'final_value': 179828.82843444825, 'profit': 101565.13611267091, 'profit_pct': 129.77299319726805, 'reason': 'Signal', 'holding_days': 651}, {'entry_date': datetime.date(2024, 3, 26), 'exit_date': datetime.date(2024, 10, 7), 'entry_price': 961.8475952148438, 'exit_price': 1294.550048828125, 'shares': 185, 'initial_investment': 177941.8051147461, 'final_value': 239012.77551513672, 'profit': 61070.97040039062, 'profit_pct': 34.32075467651286, 'reason': 'Signal', 'holding_days': 195}, {'entry_date': datetime.date(2024, 10, 16), 'exit_date': datetime.date(2024, 10, 25), 'entry_price': 1342.5, 'exit_price': 1189.550048828125, 'shares': 178, 'initial_investment': 238965.0, 'final_value': 211316.42887402343, 'profit': -27648.571125976567, 'profit_pct': -11.570134172777005, 'reason': 'Signal', 'holding_days': 9}, {'entry_date': datetime.date(2024, 12, 12), 'exit_date': datetime.date(2025, 1, 16), 'entry_price': 1291.050048828125, 'exit_price': 1031.0, 'shares': 163, 'initial_investment': 210441.15795898438, 'final_value': 167716.894, 'profit': -42724.263958984375, 'profit_pct': -20.30223762944294, 'reason': 'Signal', 'holding_days': 35}, {'entry_date': datetime.date(2025, 4, 7), 'exit_date': datetime.date(2025, 4, 8), 'entry_price': 855.5499877929688, 'exit_price': 871.2999877929688, 'shares': 196, 'initial_investment': 167687.79760742188, 'final_value': 170433.24801220704, 'profit': 2745.450404785166, 'profit_pct': 1.637239229065796, 'reason': 'Signal', 'holding_days': 1}, {'entry_date': datetime.date(2025, 4, 15), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 895.5, 'exit_price': np.float64(973.7999877929688), 'shares': 190, 'initial_investment': 170145.0, 'final_value': np.float64(184651.95368530272), 'profit': np.float64(14506.953685302724), 'profit_pct': np.float64(8.526229795352624), 'reason': 'End of Data', 'holding_days': 45}]",14893.20018,Industrials,Electrical Equipment & Parts,21.229563,2.8678205,0.358,0
BANKBEES.NS,15.86700139,2,2,0,100,16.27109875,0,7.983004742,0,11.47222992,4.798868833,inf,238,361,115,2,0,"[{'entry_date': datetime.date(2024, 2, 1), 'exit_date': datetime.date(2025, 1, 27), 'entry_price': 470.2799987792969, 'exit_price': 494.1199951171875, 'shares': 210, 'initial_investment': 98758.79974365234, 'final_value': 103557.66857666016, 'profit': 4798.868833007815, 'profit_pct': 4.859181000036666, 'reason': 'Signal', 'holding_days': 361}, {'entry_date': datetime.date(2025, 2, 4), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 513.8800048828125, 'exit_price': np.float64(572.0999755859375), 'shares': 201, 'initial_investment': 103289.88098144531, 'final_value': np.float64(114762.1109025879), 'profit': np.float64(11472.229921142585), 'profit_pct': np.float64(11.106828483231016), 'reason': 'End of Data', 'holding_days': 115}]",0,Unknown,Unknown,14.535022,0,0,0
GOYALALUM.NS,-14.23036542,4,1,3,25,18.99733525,32.40558577,19.18971211,10.08374399,18.99733525,18.07097119,0.58623644,121.25,345,36,1,3,"[{'entry_date': datetime.date(2023, 11, 30), 'exit_date': datetime.date(2024, 1, 23), 'entry_price': 8.75, 'exit_price': 10.449999809265137, 'shares': 11314, 'initial_investment': 98997.5, 'final_value': 117994.83524634171, 'profit': 18997.33524634171, 'profit_pct': 19.189712110246937, 'reason': 'Signal', 'holding_days': 54}, {'entry_date': datetime.date(2024, 2, 20), 'exit_date': datetime.date(2024, 3, 27), 'entry_price': 10.199999809265137, 'exit_price': 8.649999618530273, 'shares': 11530, 'initial_investment': 117605.99780082703, 'final_value': 99535.02661045075, 'profit': -18070.97119037628, 'profit_pct': -15.365688424310278, 'reason': 'Signal', 'holding_days': 36}, {'entry_date': datetime.date(2024, 4, 9), 'exit_date': datetime.date(2024, 5, 29), 'entry_price': 9.550000190734863, 'exit_price': 9.149999618530273, 'shares': 10417, 'initial_investment': 99482.35198688507, 'final_value': 95124.9149341774, 'profit': -4357.437052707668, 'profit_pct': -4.380110608243477, 'reason': 'Signal', 'holding_days': 50}, {'entry_date': datetime.date(2024, 6, 19), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 9.199999809265137, 'exit_price': np.float64(8.25), 'shares': 10323, 'initial_investment': 94971.598031044, 'final_value': np.float64(84994.4205), 'profit': np.float64(-9977.177531044013), 'profit_pct': np.float64(-10.505432927202833), 'reason': 'End of Data', 'holding_days': 345}]",118.0401792,Basic Materials,Aluminum,51.5625,5.8221593,0.411,0.10817
CAPACITE.NS,41.2773392,3,1,2,33.33333333,90.45134997,48.75063607,179.6696296,28.19958917,90.45134997,36.7049667,1.855388099,424.6666667,1107,27,1,2,"[{'entry_date': datetime.date(2021, 10, 8), 'exit_date': datetime.date(2022, 2, 25), 'entry_price': 201.14999389648438, 'exit_price': 126.80000305175781, 'shares': 492, 'initial_investment': 98965.79699707031, 'final_value': 62260.830298461915, 'profit': -36704.9666986084, 'profit_pct': -37.08853746683309, 'reason': 'Signal', 'holding_days': 140}, {'entry_date': datetime.date(2022, 4, 13), 'exit_date': datetime.date(2022, 5, 10), 'entry_price': 131.60000610351562, 'exit_price': 106.4000015258789, 'shares': 474, 'initial_investment': 62378.402893066406, 'final_value': 50332.73352182007, 'profit': -12045.669371246338, 'profit_pct': -19.31064088302469, 'reason': 'Signal', 'holding_days': 27}, {'entry_date': datetime.date(2022, 5, 19), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 117.3499984741211, 'exit_price': np.float64(328.8500061035156), 'shares': 429, 'initial_investment': 50343.14934539795, 'final_value': np.float64(140794.4993131714), 'profit': np.float64(90451.34996777345), 'profit_pct': np.float64(179.669629619709), 'reason': 'End of Data', 'holding_days': 1107}]",2782.202675,Industrials,Engineering & Construction,13.662235,1.7112541,21.409,0
RRKABEL.NS,13.37516812,3,1,2,33.33333333,16.80713748,2.849351358,17.58107429,1.452543459,16.80713748,2.456210917,5.898583701,12,22,3,1,2,"[{'entry_date': datetime.date(2024, 11, 7), 'exit_date': datetime.date(2024, 11, 18), 'entry_price': 1548.300048828125, 'exit_price': 1545.1500244140625, 'shares': 63, 'initial_investment': 97542.90307617188, 'final_value': 97149.76263500977, 'profit': -393.14044116210425, 'profit_pct': -0.40304361338835526, 'reason': 'Signal', 'holding_days': 11}, {'entry_date': datetime.date(2024, 12, 16), 'exit_date': datetime.date(2024, 12, 19), 'entry_price': 1443.6500244140625, 'exit_price': 1410.3499755859375, 'shares': 68, 'initial_investment': 98168.20166015625, 'final_value': 95711.99074316406, 'profit': -2456.2109169921896, 'profit_pct': -2.50204330471004, 'reason': 'Signal', 'holding_days': 3}, {'entry_date': datetime.date(2025, 5, 8), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 1210.0999755859375, 'exit_price': np.float64(1425.699951171875), 'shares': 79, 'initial_investment': 95597.89807128906, 'final_value': np.float64(112405.03555029297), 'profit': np.float64(16807.13747900391), 'profit_pct': np.float64(17.581074289385032), 'reason': 'End of Data', 'holding_days': 22}]",16164.30039,Industrials,Electrical Equipment & Parts,51.805958,7.4823394,13.478,0.15654
GFLLIMITED.NS,-2.804506622,4,2,2,50,36.05871362,38.1522051,23.29244353,19.35045252,23.9608133,24.73499106,0.945127903,347.75,720,37,1,1,"[{'entry_date': datetime.date(2021, 4, 15), 'exit_date': datetime.date(2023, 4, 5), 'entry_price': 70.05000305175781, 'exit_price': 52.650001525878906, 'shares': 1413, 'initial_investment': 98980.65431213379, 'final_value': 74245.66325175476, 'profit': -24734.991060379034, 'profit_pct': -24.989722721348826, 'reason': 'Signal', 'holding_days': 720}, {'entry_date': datetime.date(2023, 4, 21), 'exit_date': datetime.date(2024, 3, 18), 'entry_price': 54.599998474121094, 'exit_price': 72.3499984741211, 'shares': 1361, 'initial_investment': 74310.59792327881, 'final_value': 98271.41122743225, 'profit': 23960.813304153446, 'profit_pct': 32.24414010083937, 'reason': 'Signal', 'holding_days': 332}, {'entry_date': datetime.date(2024, 4, 16), 'exit_date': datetime.date(2025, 2, 12), 'entry_price': 76.44999694824219, 'exit_price': 66.0999984741211, 'shares': 1280, 'initial_investment': 97855.99609375, 'final_value': 84438.78205078124, 'profit': -13417.214042968757, 'profit_pct': -13.711182327666997, 'reason': 'Signal', 'holding_days': 302}, {'entry_date': datetime.date(2025, 4, 23), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 57.310001373291016, 'exit_price': np.float64(65.66000366210938), 'shares': 1472, 'initial_investment': 84360.32202148438, 'final_value': np.float64(96458.22233984375), 'profit': np.float64(12097.900318359374), 'profit_pct': np.float64(14.340746963102339), 'reason': 'End of Data', 'holding_days': 37}]",723.1398912,Financial Services,Asset Management,0,0.28463057,0,0
GODREJPROP.NS,-6.617722509,8,2,6,25,48.50528597,54.00503517,48.82383192,12.18545963,36.57787657,19.36078617,0.898162288,124.25,644,5,2,6,"[{'entry_date': datetime.date(2022, 2, 3), 'exit_date': datetime.date(2022, 2, 8), 'entry_price': 1667.8499755859375, 'exit_price': 1551.199951171875, 'shares': 59, 'initial_investment': 98403.14855957031, 'final_value': 91337.75552490234, 'profit': -7065.39303466797, 'profit_pct': -7.180047730272363, 'reason': 'Signal', 'holding_days': 5}, {'entry_date': datetime.date(2022, 3, 29), 'exit_date': datetime.date(2022, 5, 26), 'entry_price': 1632.300048828125, 'exit_price': 1289.1500244140625, 'shares': 56, 'initial_investment': 91408.802734375, 'final_value': 72048.01656445312, 'profit': -19360.786169921877, 'profit_pct': -21.180439509947877, 'reason': 'Signal', 'holding_days': 58}, {'entry_date': datetime.date(2022, 6, 8), 'exit_date': datetime.date(2022, 6, 22), 'entry_price': 1345.050048828125, 'exit_price': 1170.3499755859375, 'shares': 53, 'initial_investment': 71287.65258789062, 'final_value': 61904.49160864258, 'profit': -9383.160979248045, 'profit_pct': -13.162392979176213, 'reason': 'Signal', 'holding_days': 14}, {'entry_date': datetime.date(2022, 7, 12), 'exit_date': datetime.date(2022, 9, 26), 'entry_price': 1301.0, 'exit_price': 1165.300048828125, 'shares': 48, 'initial_investment': 62448.0, 'final_value': 55822.5335390625, 'profit': -6625.466460937503, 'profit_pct': -10.609573502654214, 'reason': 'Signal', 'holding_days': 76}, {'entry_date': datetime.date(2022, 11, 3), 'exit_date': datetime.date(2022, 11, 10), 'entry_price': 1250.3499755859375, 'exit_price': 1235.3499755859375, 'shares': 45, 'initial_investment': 56265.74890136719, 'final_value': 55479.567403564455, 'profit': -786.1814978027323, 'profit_pct': -1.3972647892430863, 'reason': 'Signal', 'holding_days': 7}, {'entry_date': datetime.date(2022, 11, 15), 'exit_date': datetime.date(2023, 4, 5), 'entry_price': 1311.1500244140625, 'exit_price': 1056.5, 'shares': 42, 'initial_investment': 55068.301025390625, 'final_value': 44284.254, 'profit': -10784.047025390624, 'profit_pct': -19.58303928864333, 'reason': 'Signal', 'holding_days': 141}, {'entry_date': datetime.date(2023, 4, 10), 'exit_date': datetime.date(2025, 1, 13), 'entry_price': 1228.3499755859375, 'exit_price': 2248.89990234375, 'shares': 36, 'initial_investment': 44220.59912109375, 'final_value': 80798.47569140625, 'profit': 36577.876570312495, 'profit_pct': 82.71682721925045, 'reason': 'Signal', 'holding_days': 644}, {'entry_date': datetime.date(2025, 4, 11), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 1948.4000244140625, 'exit_price': np.float64(2243.800048828125), 'shares': 41, 'initial_investment': 79884.40100097656, 'final_value': np.float64(91811.81039794922), 'profit': np.float64(11927.409396972653), 'profit_pct': np.float64(14.930836618311558), 'reason': 'End of Data', 'holding_days': 49}]",67579.89089,Real Estate,Real Estate - Development,45.8761,3.904434,71.934,0.09968001
NETF.NS,55.17064659,3,2,1,66.66666667,63.13810442,7.372008638,30.72678421,7.450612854,46.90878325,7.372008638,8.564572767,494.3333333,1235,8,2,1,"[{'entry_date': datetime.date(2021, 2, 4), 'exit_date': datetime.date(2021, 2, 12), 'entry_price': 179.89999389648438, 'exit_price': 166.8300018310547, 'shares': 550, 'initial_investment': 98944.9966430664, 'final_value': 91572.98800506591, 'profit': -7372.008638000494, 'profit_pct': -7.450612853719359, 'reason': 'Signal', 'holding_days': 8}, {'entry_date': datetime.date(2021, 2, 16), 'exit_date': datetime.date(2021, 10, 14), 'entry_price': 168.1199951171875, 'exit_price': 198.35000610351562, 'shares': 544, 'initial_investment': 91457.27734375, 'final_value': 107686.59851367188, 'profit': 16229.321169921881, 'profit_pct': 17.745248537109397, 'reason': 'Signal', 'holding_days': 240}, {'entry_date': datetime.date(2022, 1, 11), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 184.72000122070312, 'exit_price': np.float64(265.989990234375), 'shares': 581, 'initial_investment': 107322.32070922852, 'final_value': np.float64(154231.10395751952), 'profit': np.float64(46908.783248291), 'profit_pct': np.float64(43.70831988937542), 'reason': 'End of Data', 'holding_days': 1235}]",0,Unknown,Unknown,23.184515,0,0,0
GNFC.NS,-17.41132803,7,3,4,42.85714286,32.1833199,48.26492679,11.83403487,11.8186503,18.87637133,22.55497642,0.666805526,100.4285714,388,3,1,2,"[{'entry_date': datetime.date(2023, 1, 25), 'exit_date': datetime.date(2023, 2, 8), 'entry_price': 512.9785766601562, 'exit_price': 502.4981994628906, 'shares': 192, 'initial_investment': 98491.88671875, 'final_value': 96286.69498828125, 'profit': -2205.191730468752, 'profit_pct': -2.238957749652843, 'reason': 'Signal', 'holding_days': 14}, {'entry_date': datetime.date(2023, 2, 21), 'exit_date': datetime.date(2024, 3, 15), 'entry_price': 510.7427062988281, 'exit_price': 611.8413696289062, 'shares': 189, 'initial_investment': 96530.37149047852, 'final_value': 115406.74282214355, 'profit': 18876.37133166504, 'profit_pct': 19.554852053508313, 'reason': 'Signal', 'holding_days': 388}, {'entry_date': datetime.date(2024, 4, 4), 'exit_date': datetime.date(2024, 11, 13), 'entry_price': 677.3713989257812, 'exit_price': 545.0, 'shares': 169, 'initial_investment': 114475.76641845703, 'final_value': 91920.79, 'profit': -22554.976418457038, 'profit_pct': -19.70283940795742, 'reason': 'Signal', 'holding_days': 223}, {'entry_date': datetime.date(2024, 11, 26), 'exit_date': datetime.date(2024, 11, 29), 'entry_price': 593.0499877929688, 'exit_price': 638.7999877929688, 'shares': 156, 'initial_investment': 92515.79809570312, 'final_value': 99453.49249951172, 'profit': 6937.694403808593, 'profit_pct': 7.498929422445108, 'reason': 'Signal', 'holding_days': 3}, {'entry_date': datetime.date(2024, 12, 5), 'exit_date': datetime.date(2025, 1, 9), 'entry_price': 635.0, 'exit_price': 569.9500122070312, 'shares': 156, 'initial_investment': 99060.0, 'final_value': 88734.37750048828, 'profit': -10325.622499511723, 'profit_pct': -10.423604380690211, 'reason': 'Signal', 'holding_days': 35}, {'entry_date': datetime.date(2025, 2, 10), 'exit_date': datetime.date(2025, 2, 27), 'entry_price': 574.0, 'exit_price': 489.3999938964844, 'shares': 154, 'initial_investment': 88396.0, 'final_value': 75216.86386193847, 'profit': -13179.136138061527, 'profit_pct': -14.90919966747537, 'reason': 'Signal', 'holding_days': 17}, {'entry_date': datetime.date(2025, 5, 7), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 492.75, 'exit_price': np.float64(535.4500122070312), 'shares': 153, 'initial_investment': 75390.75, 'final_value': np.float64(81760.00416394042), 'profit': np.float64(6369.254163940423), 'profit_pct': np.float64(8.448323121789374), 'reason': 'End of Data', 'holding_days': 23}]",7867.95561,Basic Materials,Chemicals,13.191673,0.918154,1.236,0.07072
LEXUS.NS,166.2391022,7,3,4,42.85714286,507.668599,337.173057,110.8774275,22.01768168,229.500936,212.1382112,1.505661821,174.2857143,617,24,2,2,"[{'entry_date': datetime.date(2021, 3, 2), 'exit_date': datetime.date(2021, 3, 26), 'entry_price': 17.75, 'exit_price': 14.25, 'shares': 5577, 'initial_investment': 98991.75, 'final_value': 79313.3055, 'profit': -19678.444499999998, 'profit_pct': -19.87887323943662, 'reason': 'Signal', 'holding_days': 24}, {'entry_date': datetime.date(2021, 10, 4), 'exit_date': datetime.date(2022, 2, 15), 'entry_price': 10.600000381469727, 'exit_price': 33.20000076293945, 'shares': 7483, 'initial_investment': 79319.80285453796, 'final_value': 247938.73449765777, 'profit': 168618.9316431198, 'profit_pct': 212.58112800953964, 'reason': 'Signal', 'holding_days': 134}, {'entry_date': datetime.date(2022, 3, 11), 'exit_date': datetime.date(2022, 6, 16), 'entry_price': 31.5, 'exit_price': 61.0, 'shares': 7812, 'initial_investment': 246078.0, 'final_value': 475578.936, 'profit': 229500.936, 'profit_pct': 93.26349206349207, 'reason': 'Signal', 'holding_days': 97}, {'entry_date': datetime.date(2022, 6, 27), 'exit_date': datetime.date(2022, 9, 2), 'entry_price': 63.29999923706055, 'exit_price': 54.900001525878906, 'shares': 7469, 'initial_investment': 472787.6943016052, 'final_value': 409228.015173996, 'profit': -63559.67912760924, 'profit_pct': -13.443598446761316, 'reason': 'Signal', 'holding_days': 67}, {'entry_date': datetime.date(2022, 9, 8), 'exit_date': datetime.date(2022, 11, 14), 'entry_price': 55.099998474121094, 'exit_price': 70.0, 'shares': 7422, 'initial_investment': 408952.18867492676, 'final_value': 518500.92, 'profit': 109548.73132507323, 'profit_pct': 26.787662313296174, 'reason': 'Signal', 'holding_days': 67}, {'entry_date': datetime.date(2022, 12, 22), 'exit_date': datetime.date(2023, 7, 24), 'entry_price': 70.44999694824219, 'exit_price': 41.599998474121094, 'shares': 7332, 'initial_investment': 516539.3776245117, 'final_value': 304401.16643463133, 'profit': -212138.21118988039, 'profit_pct': -41.06912664925425, 'reason': 'Signal', 'holding_days': 214}, {'entry_date': datetime.date(2023, 9, 21), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 36.650001525878906, 'exit_price': np.float64(31.700000762939453), 'shares': 8337, 'initial_investment': 305551.06272125244, 'final_value': np.float64(263754.34054790495), 'profit': np.float64(-41796.72217334749), 'profit_pct': np.float64(-13.679128392192085), 'reason': 'End of Data', 'holding_days': 617}]",64.0045184,Industrials,Building Products & Equipment,0,17.070545,1746.118,0
